,username,userurl,projname,projurl,stars,about,topics,update,forks,readme,release,contributors,languages,branches,open_issues,closed_issues,open_pulls,closed_pulls,dependencies
68,Lightning-AI,https://github.com/Lightning-AI,lightning,https://github.com/Lightning-AI/lightning,20446,"Build and train PyTorch models and connect them to the ML lifecycle using Lightning App templates, without handling DIY infrastructure, cost management, scaling, and other headaches.","['python', 'data-science', 'machine-learning', 'ai', 'deep-learning', 'pytorch', 'artificial-intelligence']","Oct 28, 2022",2622,https://github.com/Lightning-AI/lightning#readme,111,1,"{'Python': 0.99, 'TypeScript': 0.01, 'Dockerfile': 0.01, 'Shell': 0.0, 'HTML': 0.0, 'Jsonnet': 0.0}",264,539,5002,138,7308,"['/omni-us/jsonargparse', '/pypa/packaging', '/psf/requests', '/python/typing', '/pallets/jinja', '/po60nani/MyST-Parser', '/spatialaudio/nbsphinx', '/boisgera/pandoc', '/sphinx-doc/sphinx', '/tox-dev/sphinx-autodoc-typehints', '/executablebooks/sphinx-copybutton', '/sqlalchemyorg/sphinx-paramlinks', '/executablebooks/sphinx-togglebutton', '/sphinx-contrib/mockautodoc', '/scikit-learn/scikit-learn', '/Lightning-AI/metrics', '/pytest-dev/py', '/pandas-dev/pandas', '/scikit-learn/scikit-learn', '/facebookresearch/hiplot', '/Lightning-AI/lightning-flash', '/optuna/optuna', '/arrow-py/arrow', '/waylan/beautifulsoup', '/kiorky/croniter', '/seperman/deepdiff', '/fsspec/filesystem_spec', '/Lightning-AI/utilities', '/giampaolo/psutil', '/fsspec/s3fs', '/alex-oleshkevich/starsessions', '/cournape/traitlets', '/python/typing', '/docker/docker-py', '/redis/redis-py', '/ipython/ipython', '/ipython/ipython_genutils', '/executablebooks/sphinx-autobuild', '/webknjaz/codecov-python', '/nedbat/coveragepy', '/encode/httpx', '/microsoft/playwright-python', '/giampaolo/psutil', '/pympler/pympler', '/pytest-dev/pytest', '/pytest-dev/pytest-cov', '/pytest-dev/pytest-timeout', '/pypa/setuptools', '/Soklin-Phon/SQLmodel', '/python-trio/trio', '/holoviz/panel', '/AVoss84/streamlit', '/ipython/ipython', '/ipython/ipython_genutils', '/executablebooks/sphinx-autobuild', '/actions/cache', '/actions/checkout', '/actions/setup-node', '/actions/setup-python', '/actions/upload-artifact', '/codecov/codecov-action', '/actions/cache', '/actions/checkout', '/actions/setup-node', '/actions/setup-python', '/actions/upload-artifact', '/codecov/codecov-action', '/actions/cache', '/actions/checkout', '/actions/setup-python', '/actions/upload-artifact', '/codecov/codecov-action', '/actions/checkout', '/actions/setup-python', '/actions/checkout', '/docker/build-push-action', '/docker/login-action', '/docker/setup-buildx-action', '/ravsamhq/notify-slack-action', '/actions/cache', '/actions/checkout', '/actions/setup-python', '/actions/upload-artifact', '/codecov/codecov-action', '/actions/cache', '/actions/checkout', '/actions/setup-python', '/actions/upload-artifact', '/codecov/codecov-action', '/Lightning-AI/utilities', '/actions/cache', '/actions/checkout', '/actions/setup-python', '/actions/cache', '/actions/checkout', '/actions/setup-python', '/actions/upload-artifact', '/actions/cache', '/actions/checkout', '/actions/setup-python', '/google-github-actions/auth', '/google-github-actions/setup-gcloud', '/JamesIves/github-pages-deploy-action', '/actions/checkout', '/actions/setup-python', '/juliangruber/sleep-action', '/pypa/gh-action-pypi-publish', '/ravsamhq/notify-slack-action', '/actions/labeler', '/actions/checkout', '/actions/setup-python', '/actions/upload-artifact', '/aws-actions/configure-aws-credentials', '/peter-evans/create-pull-request', '/carmocca/probot', '/carmocca/probot', '/actions/checkout', '/docker/build-push-action', '/AButler/upload-release-assets', '/actions/checkout', '/actions/download-artifact', '/actions/setup-python', '/actions/upload-artifact', '/juliangruber/sleep-action', '/Lightning-AI/utilities', '/actions/checkout', '/actions/setup-go', '/actions/setup-python', '/codecov/codecov-action', '/google-github-actions/auth', '/google-github-actions/get-gke-credentials', '/fsspec/filesystem_spec', '/Lightning-AI/utilities', '/numpy/numpy', '/pypa/packaging', '/pytorch/pytorch', '/python/typing', '/microsoft/DeepSpeed', '/facebookresearch/fairscale', '/webknjaz/codecov-python', '/nedbat/coveragepy', '/pre-commit/pre-commit', '/pytest-dev/pytest', '/pytest-dev/pytest-cov', '/justpy-org/justpy', '/AVoss84/streamlit', '/fsspec/filesystem_spec', '/Lightning-AI/utilities', '/numpy/numpy', '/pypa/packaging', '/yaml/pyyaml', '/tensorflow/tensorboard', '/pytorch/pytorch', '/Lightning-AI/metrics', '/tqdm/tqdm', '/python/typing', '/ipython/ipython', '/pypa/setuptools', '/openai/gym', '/ipython/ipython', '/pytorch/vision', '/protocolbuffers/protobuf', '/facebookresearch/hydra', '/omni-us/jsonargparse', '/matplotlib/matplotlib', '/omry/omegaconf', '/Textualize/rich', '/horovod/horovod', '/hpcaitech/ColossalAI', '/microsoft/DeepSpeed', '/facebookresearch/fairscale', '/learning-at-home/hivemind', '/cloudpipe/cloudpickle', '/webknjaz/codecov-python', '/nedbat/coveragepy', '/tiangolo/fastapi', '/microsoft/onnxruntime', '/pandas-dev/pandas', '/pre-commit/pre-commit', '/giampaolo/psutil', '/pytest-dev/pytest', '/pytest-dev/pytest-cov', '/pytest-dev/pytest-forked', '/scikit-learn/scikit-learn', '/encode/uvicorn', '/pytorch/pytorch', '/AVoss84/streamlit', '/gradio-app/gradio', '/AVoss84/streamlit', '/mgedmin/check-manifest', '/webknjaz/codecov-python', '/nedbat/coveragepy', '/PyCQA/flake8', '/pytest-dev/pytest', '/pytest-dev/pytest-cov', '/tholo/pytest-flake8', '/pypa/twine', '/dilanx/craco', '/emotion-js/emotion', '/emotion-js/emotion', '/mui/material-ui', '/mui/material-ui', '/mui/material-ui', '/reduxjs/redux-toolkit', '/stripe/stripe-js', '/trivago/prettier-plugin-sort-imports', '/DefinitelyTyped/DefinitelyTyped', '/typed-typings/npm-lodash', '/DefinitelyTyped/DefinitelyTyped', '/turkdevops/minimal-react-typings', '/DefinitelyTyped/DefinitelyTyped', '/vpanuganti77/reactwithTypescript', '/axios/axios', '/boringdesigners/boring-avatars', '/rjerue/craco-babel-loader', '/iulian-radu-at/filter-material-ui', '/bramstein/fontfaceobserver', '/caolan/async', '/caolan/async', '/mde/ejs', '/follow-redirects/follow-redirects', '/follow-redirects/follow-redirects', '/isaacs/minimatch', '/isaacs/minimatch', '/minimistjs/minimist', '/minimistjs/minimist', '/ai/nanoid', '/digitalbazaar/forge', '/fb55/nth-check', '/fb55/nth-check', '/terser/terser', '/apideck-libraries/better-ajv-errors', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/redis/redis-py', '/ai/nanoid', '/emotion-js/emotion', '/emotion-js/emotion', '/mui/material-ui', '/typed-typings/npm-lodash', '/turkdevops/minimal-react-typings', '/DefinitelyTyped/DefinitelyTyped', '/vitejs/vite', '/axios/axios', '/lodash/lodash', '/prettier/prettier', '/facebook/react', '/facebook/react', '/microsoft/TypeScript', '/vitejs/vite', '/follow-redirects/follow-redirects', '/ai/nanoid', '/ampproject/remapping', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/Lightning-AI/lightning', '/pytorch/pytorch', '/pytorch/vision', '/mgedmin/check-manifest', '/webknjaz/codecov-python', '/nedbat/coveragepy', '/PyCQA/flake8', '/pytest-dev/pytest', '/pytest-dev/pytest-cov', '/tholo/pytest-flake8', '/pypa/twine', '/pandas-dev/pandas', '/Lightning-AI/lightning']"
66,trekhleb,https://github.com/trekhleb,homemade-machine-learning,https://github.com/trekhleb/homemade-machine-learning,20355,🤖Python examples of popular machine learning algorithms with interactive Jupyter demos and math being explained,"['python', 'machine-learning', 'algorithm', 'jupyter', 'machine-learning-algorithms', 'jupyter-notebook', 'machinelearning']","Oct 21, 2022",3735,https://github.com/trekhleb/homemade-machine-learning#readme,0,2,"{'Jupyter Notebook': 0.99, 'Python': 0.01}",1,10,14,11,9,"['/jupyter/jupyter', '/matplotlib/matplotlib', '/numpy/numpy', '/pandas-dev/pandas', '/plotly/plotly.py', '/channable/pylint', '/scipy/scipy']"
65,celery,https://github.com/celery,celery,https://github.com/celery/celery,20333,Distributed Task Queue (development branch),"['python', 'redis', 'amqp', 'python-library', 'sqs', 'python3', 'task-runner', 'sqs-queue', 'task-manager', 'task-scheduler', 'redis-queue', 'queued-jobs', 'queue-workers', 'queue-tasks']","Oct 28, 2022",4373,https://github.com/celery/celery#readme,37,1057,"{'Python': 0.98, 'Shell': 0.01}",76,519,4242,60,2676,"['/celery/billiard', '/pallets/click', '/click-contrib/click-didyoumean', '/click-contrib/click-plugins', '/click-contrib/click-repl', '/python/importlib_metadata', '/celery/kombu', '/stub42/pytz', '/celery/vine', '/PyCQA/isort', '/celery/vine', '/sphinx-doc/sphinx', '/celery/sphinx_celery', '/click-contrib/sphinx-click', '/sphinx-doc/sphinx-testing', '/peritus/bumpversion', '/PyCQA/flake8', '/ziadsawalha/flake8_docstrings', '/ask/flakeplus', '/PyCQA/pydocstyle', '/pypa/setuptools', '/ask/sphinx2rst', '/tox-dev/tox', '/Cristie/wheel', '/webknjaz/codecov-python', '/pytest-dev/pytest-cov', '/utgwkk/pytest-github-actions-annotate-failures', '/pycurl/pycurl', '/boto/boto3', '/spulec/moto', '/python/mypy', '/pre-commit/pre-commit', '/pytest-dev/pytest', '/Stranger6667/pytest-click', '/pytest-dev/pytest-order', '/pytest-dev/pytest-subtests', '/pytest-dev/pytest-timeout', '/celery/celery', '/django/django', '/sqlalchemy/sqlalchemy', '/actions/checkout', '/github/codeql-action', '/github/codeql-action', '/github/codeql-action', '/actions/checkout', '/pre-commit/action', '/actions/cache', '/actions/checkout', '/actions/setup-python', '/codecov/codecov-action', '/calvinchengx/python-mock', '/celery/celery', '/ArangoDB-Community/pyArango', '/pyca/cryptography', '/Azure/azure-sdk-for-python', '/datastax/python-driver', '/poppyred/python-consul2', '/sytone/azure-documentdb-python', '/couchbase/couchbase-python-client', '/histrio/py-couchdb', '/django/django', '/boto/boto3', '/elastic/elasticsearch-py', '/eventlet/eventlet', '/gevent/gevent', '/celery/librabbitmq', '/lericson/pylibmc', '/mongodb/mongo-python-driver', '/polyglotted/msgpack-python', '/linsomniac/python-memcached', '/irmen/Pyro4', '/redis/redis-py', '/brandon-rhodes/pyephem', '/sqlalchemy/sqlalchemy', '/celery/kombu', '/ionelmc/python-tblib', '/yaml/pyyaml', '/zeromq/pyzmq', '/openstack-archive/deb-kazoo', '/indygreg/python-zstandard']"
6,python-telegram-bot,https://github.com/python-telegram-bot,python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot,20009,We have made you a wrapper you can't refuse,"['python', 'bot', 'framework', 'telegram', 'chatbot', 'hacktoberfest']","Oct 27, 2022",4398,https://github.com/python-telegram-bot/python-telegram-bot#readme,96,183,{'Python': 1.0},9,20,1723,10,1304,"['/waylan/beautifulsoup', '/box/flaky', '/pre-commit/pre-commit', '/pytest-dev/pytest', '/brettcannon/pytest-asyncio', '/pytest-dev/pytest-timeout', '/curzona/pytest-xdist', '/Cristie/wheel', '/mjpieters/aiolimiter', '/pyca/cryptography', '/encode/httpx', '/noushi/apscheduler', '/miku/cachetools', '/encode/httpx', '/stub42/pytz', '/tornadoweb/tornado', '/pradyunsg/furo', '/sphinx-doc/sphinx', '/sqlalchemyorg/sphinx-paramlinks', '/Ntr0/sphinx-pypi-upload', '/mgaitan/sphinxcontrib-mermaid', '/actions/checkout', '/actions/setup-python', '/actions/checkout', '/actions/setup-python', '/dessant/lock-threads', '/Poolitzer/notifier-action', '/Poolitzer/notifier-action', '/actions/stale', '/actions/checkout', '/actions/setup-python', '/codecov/codecov-action']"
144,locustio,https://github.com/locustio,locust,https://github.com/locustio/locust,20003,Scalable user load testing tool written in Python,"['python', 'http', 'benchmarking', 'load-testing', 'locust', 'load-generator', 'performance-testing']","Oct 26, 2022",2580,https://github.com/locustio/locust#readme,84,225,"{'Python': 0.93, 'HTML': 0.03, 'JavaScript': 0.02, 'Sass': 0.01, 'Shell': 0.0, 'Dockerfile': 0.0}",39,10,1366,0,854,"['/readthedocs/readthedocs-sphinx-search', '/sphinx-doc/sphinx', '/readthedocs/sphinx_rtd_theme', '/adamtheturtle/sphinx-substitution-extensions', '/actions/stale', '/actions/cache', '/actions/checkout', '/actions/setup-python', '/docker/build-push-action', '/docker/login-action', '/docker/setup-buildx-action', '/docker/setup-qemu-action', '/InfraWay/tweet-action', '/pypa/gh-action-pypi-publish']"
148,freqtrade,https://github.com/freqtrade,freqtrade,https://github.com/freqtrade/freqtrade,19661,"Free, open source crypto trading bot","['python', 'bitcoin', 'telegram-bot', 'trading-bot', 'cryptocurrency', 'cryptocurrencies', 'trade', 'algorithmic-trading', 'freqtrade']","Oct 27, 2022",4148,https://github.com/freqtrade/freqtrade#readme,63,244,"{'Python': 0.98, 'Jinja': 0.01, 'Shell': 0.0, 'Jupyter Notebook': 0.0, 'Dockerfile': 0.0, 'HTML': 0.0}",12,49,3304,15,4250,"['/TheKevJames/coveralls-python', '/PyCQA/flake8', '/adamchainz/flake8-tidy-imports', '/PyCQA/isort', '/python/mypy', '/jupyter/nbconvert', '/pre-commit/pre-commit', '/pytest-dev/pytest', '/brettcannon/pytest-asyncio', '/pytest-dev/pytest-cov', '/pytest-dev/pytest-mock', '/jbasko/pytest-random-order', '/adamchainz/time-machine', '/python/typeshed', '/python/typeshed', '/python/typeshed', '/python/typeshed', '/python/typeshed', '/joblib/joblib', '/microsoft/LightGBM', '/scikit-learn/scikit-learn', '/tensorflow/tensorboard', '/dmlc/xgboost', '/deepin-community/python-filelock', '/wolph/python-progressbar', '/scikit-learn/scikit-learn', '/scikit-optimize/scikit-optimize', '/scipy/scipy', '/arrow-py/arrow', '/miku/cachetools', '/barnumbirr/coinmarketcap', '/joblib/joblib', '/python-jsonschema/jsonschema', '/roebel/py_find_1st', '/python-rapidjson/python-rapidjson', '/python-telegram-bot/python-telegram-bot', '/psf/requests', '/scikit-learn/scikit-learn', '/scikit-optimize/scikit-optimize', '/bb4242/sdnotify', '/sqlalchemy/sqlalchemy', '/mrjbq7/ta-lib', '/gregbanks/python-tabulate', '/urllib3/urllib3', '/GrahamDumpleton/wrapt', '/plotly/plotly.py', '/admdev8/aiofiles', '/aio-libs/aiohttp', '/arrow-py/arrow', '/Blosc/python-blosc', '/miku/cachetools', '/msabramo/colorama', '/pyca/cryptography', '/tiangolo/fastapi', '/acrule/janus', '/pallets/jinja', '/joblib/joblib', '/python-jsonschema/jsonschema', '/numpy/numpy', '/ijl/orjson', '/pandas-dev/pandas', '/pandas-dev/pandas', '/twopirllc/pandas-ta', '/prompt-toolkit/python-prompt-toolkit', '/giampaolo/psutil', '/admdev8/aiofiles', '/arrow-py/arrow', '/Blosc/python-blosc', '/miku/cachetools', '/msabramo/colorama', '/tiangolo/fastapi', '/acrule/janus', '/pallets/jinja', '/joblib/joblib', '/python-jsonschema/jsonschema', '/numpy/numpy', '/ijl/orjson', '/pandas-dev/pandas', '/twopirllc/pandas-ta', '/prompt-toolkit/python-prompt-toolkit', '/giampaolo/psutil', '/roebel/py_find_1st', '/man-c/pycoingecko', '/pallets/jinja', '/Python-Markdown/markdown', '/radude/mdx_truly_sane_lists', '/mkdocs/mkdocs', '/squidfunk/mkdocs-material', '/facelessuser/pymdown-extensions', '/actions/cache', '/actions/checkout', '/actions/setup-python', '/crazy-max/ghaction-docker-buildx', '/pre-commit/action', '/pypa/gh-action-pypi-publish', '/rjstone/discord-webhook-notify', '/scherermichael-oss/action-has-permission', '/actions/checkout', '/peter-evans/dockerhub-description']"
147,facebookresearch,https://github.com/facebookresearch,fairseq,https://github.com/facebookresearch/fairseq,19654,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,"['python', 'pytorch', 'artificial-intelligence']","Oct 27, 2022",4960,https://github.com/facebookresearch/fairseq#readme,16,296,{'Python': 0.98},50,706,2918,85,1114,"['/ilanschnell/bitarray', '/chevah/python-cffi', '/cython/cython', '/facebookresearch/hydra', '/numpy/numpy', '/omry/omegaconf', '/mjpost/sacrebleu', '/pytorch/pytorch', '/pytorch/audio', '/tqdm/tqdm', '/actions/checkout', '/actions/setup-python', '/actions/checkout', '/actions/checkout', '/actions/download-artifact', '/actions/setup-python', '/actions/upload-artifact', '/EndBug/add-and-commit', '/ncipollo/release-action']"
142,vnpy,https://github.com/vnpy,vnpy,https://github.com/vnpy/vnpy,19395,基于Python的开源量化交易平台开发框架,"['python', 'finance', 'trading', 'fintech', 'algotrading', 'quant', 'investment', 'vnpy']","Oct 20, 2022",7521,https://github.com/vnpy/vnpy#readme,53,119,{'Python': 0.99},3,8,1918,0,1407,"['/pganssle/zoneinfo', '/DEAP/deap', '/python/importlib_metadata', '/matplotlib/matplotlib', '/numpy/numpy', '/pandas-dev/pandas', '/plotly/plotly.py', '/zeromq/pyzmq', '/ColinDuquesnoy/QDarkStyleSheet', '/claudiouzelac/seaborn', '/mrjbq7/ta-lib', '/deepin-community/python-tzlocal', '/actions/checkout', '/actions/setup-python']"
146,jumpserver,https://github.com/jumpserver,jumpserver,https://github.com/jumpserver/jumpserver,19362,JumpServer 是广受欢迎的开源堡垒机，是符合 4A 规范的专业运维安全审计系统。,"['python', 'django', 'terminal', 'ssh-server', 'coco', 'luna', 'bastion-host', 'jumpserver', 'web-terminal']","Oct 28, 2022",4729,https://github.com/jumpserver/jumpserver#readme,146,92,"{'Python': 0.88, 'CSS': 0.11}",71,70,4415,19,4427,"['/ansible/ansible', '/django/django', '/AzureAD/azure-activedirectory-library-for-python', '/aliyun/alibabacloud-python-sdk', '/snachx/aliyun-python-sdk-core-v3', '/celery/py-amqp', '/wbond/asn1crypto', '/Azure/azure-sdk-for-python', '/Azure/azure-sdk-for-python', '/Azure/azure-sdk-for-python', '/Azure/azure-sdk-for-python', '/baidubce/bce-sdk-python', '/pyca/bcrypt', '/celery/billiard', '/boto/boto3', '/boto/botocore', '/celery/celery', '/certifi/python-certifi', '/chevah/python-cffi', '/actions-cool/issues-helper', '/actions-cool/issues-helper', '/actions-cool/issues-helper', '/actions-cool/issues-helper', '/jumpserver/action-issues-alert', '/jumpserver/action-issues-alert', '/jumpserver/action-generic-handler', '/actions/checkout', '/actions/upload-release-asset', '/jumpserver/action-build-upload-assets', '/release-drafter/release-drafter', '/wearerequired/git-mirror-action']"
145,norvig,https://github.com/norvig,pytudes,https://github.com/norvig/pytudes,19260,"Python programs, usually short, of considerable difficulty, to perfect particular skills.","['python', 'practice', 'programming', 'python-3', 'demonstrate-skills']","Oct 22, 2022",2229,https://github.com/norvig/pytudes#readme,0,41,{'Jupyter Notebook': 0.98},1,15,18,5,75,"['/matplotlib/matplotlib', '/numpy/numpy']"
139,MLEveryday,https://github.com/MLEveryday,100-Days-Of-ML-Code,https://github.com/MLEveryday/100-Days-Of-ML-Code,19236,100-Days-Of-ML-Code中文版,"['python', 'machine-learning', 'tutorial', 'deep-learning', 'tensorflow', 'keras', 'jupyter-notebook', 'supervised-learning', 'unsupervised-learning', 'chinese-simplified', 'infographics', '100-days-of-ml-code']","Apr 6, 2022",5279,https://github.com/MLEveryday/100-Days-Of-ML-Code#readme,0,20,"{'Jupyter Notebook': 0.96, 'Python': 0.04}",1,10,40,1,55,[]
143,PaddlePaddle,https://github.com/PaddlePaddle,Paddle,https://github.com/PaddlePaddle/Paddle,19073,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）,"['python', 'machine-learning', 'deep-learning', 'neural-network', 'scalability', 'efficiency', 'paddlepaddle', 'distributed-training']","Oct 28, 2022",4752,https://github.com/PaddlePaddle/Paddle#readme,56,1,"{'C++': 0.46, 'Python': 0.45, 'Cuda': 0.07, 'CMake': 0.01, 'Shell': 0.01, 'C': 0.0}",36,2013,13511,882,30917,"['/numpy/numpy', '/protocolbuffers/protobuf', '/sdziallas/softsys-p2j', '/micheles/decorator', '/dgasmith/opt_einsum', '/python-pillow/Pillow', '/psf/requests', '/benjaminp/six', '/numpy/numpy', '/HIPS/autograd', '/nedbat/coveragepy', '/MartijnBraam/distro', '/openai/gym', '/HypothesisWorks/hypothesis', '/willingc/librosa', '/calvinchengx/python-mock', '/bertsky/wrap_opencv-python-headless', '/PaddlePaddle/Paddle2ONNX', '/wolever/parameterized', '/jazzband/prettytable', '/pycrypto/pycrypto', '/pygame/pygame', '/PyGithub/PyGithub', '/pyca/pynacl', '/scipy/scipy', '/scipy/scipy', '/PaddlePaddle/VisualDL', '/wandb/wandb']"
141,google,https://github.com/google,flatbuffers,https://github.com/google/flatbuffers,18946,FlatBuffers: Memory Efficient Serialization Library,"['javascript', 'python', 'c', 'java', 'go', 'c-sharp', 'rust', 'c-plus-plus', 'serialization', 'typescript', 'protobuf', 'cross-platform', 'flatbuffers', 'zero-copy', 'marshalling', 'grpc', 'rpc', 'json-parser', 'mmap', 'serialization-library']","Oct 27, 2022",2938,https://github.com/google/flatbuffers#readme,24,565,"{'C++': 0.39, 'Rust': 0.11, 'Python': 0.07, 'Swift': 0.07, 'TypeScript': 0.06, 'Java': 0.06}",2,136,1926,21,2116,"['/php/php-src', '/bazelbuild/rules_nodejs', '/DefinitelyTyped/DefinitelyTyped', '/typescript-eslint/typescript-eslint', '/typescript-eslint/typescript-eslint', '/eslint/eslint', '/rollup/rollup', '/microsoft/TypeScript', '/bazelbuild/rules_nodejs', '/bazelbuild/rules_nodejs', '/eslint/eslintrc', '/humanwhocodes/config-array', '/humanwhocodes/gitignore-to-minimatch', '/humanwhocodes/module-importer', '/humanwhocodes/object-schema', '/nodelib/nodelib', '/nodelib/nodelib', '/nodelib/nodelib', '/MarvellianRohit/Firestore', '/dart-lang/lints', '/dart-lang/path', '/dart-lang/test', '/dart-lang/test_reflective_loader', '/junit-team/junit4', '/sonatype/sonatype-bundle-plugin', '/mojohaus/build-helper-maven-plugin', '/mojohaus/exec-maven-plugin', '/google/truth', '/junit-team/junit4', '/sonatype/sonatype-bundle-plugin', '/apache/maven-plugins', '/apache/maven-plugins', '/apache/maven-plugins', '/apache/maven-plugins', '/grpc/grpc-node', '/google/flatbuffers', '/ry/flatbuffers_chromium', '/zhouzusheng/grpc-java', '/zhouzusheng/grpc-java', '/junit-team/junit4', '/mojohaus/build-helper-maven-plugin', '/dotnet/sourcelink', '/dotnet/runtime', '/bitflags/bitflags', '/djc/rustc-version-rs', '/serde-rs/serde', '/bitflags/bitflags', '/crypto-com/sgx-vendor', '/illicitonion/num_enum', '/serde-rs/serde', '/serde-rs/serde', '/actions/checkout', '/actions/setup-dotnet', '/actions/setup-java', '/actions/setup-java', '/actions/upload-artifact', '/dart-lang/setup-dart', '/gradle/wrapper-validation-action', '/jiro4989/setup-nim-action', '/microsoft/setup-msbuild', '/slsa-framework/slsa-github-generator', '/softprops/action-gh-release', '/wasmerio/setup-wasmer', '/actions/checkout', '/github/codeql-action', '/github/codeql-action', '/actions/labeler', '/actions/upload-artifact', '/google/oss-fuzz', '/google/oss-fuzz', '/actions/checkout', '/actions/setup-dotnet', '/actions/setup-java', '/actions/setup-node', '/actions/setup-python', '/actions/checkout', '/actions/upload-artifact', '/github/codeql-action', '/ossf/scorecard-action', '/actions/stale', '/Manishearth/array-init', '/ArneVogel/wasi-crypto-bench', '/daniel5151/libc_alloc', '/BurntSushi/quickcheck', '/panicbit/quickcheck_derive', '/rust-random/rand', '/serde-rs/serde', '/lemonrock/linux-support', '/serde-rs/serde', '/crypto-com/sgx-vendor', '/JamesNK/Newtonsoft.Json', '/JamesNK/Newtonsoft.Json', '/JamesNK/Newtonsoft.Json', '/grpc/grpc-node', '/google/flatbuffers', '/serde-rs/serde', '/serde-rs/json', '/google/flatbuffers', '/zhouzusheng/grpc-java', '/dotnet/BenchmarkDotNet', '/dotnet/BenchmarkDotNet', '/serde-rs/serde', '/google/flatbuffers', '/google/flatbuffers', '/grpc/grpc-go', '/google/flatbuffers', '/grpc/grpc-go', '/google/flatbuffers', '/google/flatbuffers', '/grpc/grpc-go']"
138,cookiecutter,https://github.com/cookiecutter,cookiecutter,https://github.com/cookiecutter/cookiecutter,18275,"A cross-platform command-line utility that creates projects from cookiecutters (project templates), e.g. Python package projects, C projects.","['python', 'cookiecutter']","Oct 18, 2022",1746,https://github.com/cookiecutter/cookiecutter#readme,21,1,{'Python': 0.99},15,183,565,61,954,"['/audreyfeldroy/binaryornot', '/pallets/click', '/pallets/jinja', '/hackebrot/jinja2-time', '/bernardosulzbach/python-slugify', '/yaml/pyyaml', '/psf/requests', '/pre-commit/pre-commit', '/pytest-dev/pytest', '/pytest-dev/pytest-cov', '/pytest-dev/pytest-mock', '/sobolevn/safety', '/po60nani/MyST-Parser', '/sphinx-doc/sphinx', '/executablebooks/sphinx-autobuild', '/tox-dev/sphinx-autodoc-typehints', '/click-contrib/sphinx-click', '/readthedocs/sphinx_rtd_theme', '/sphinx-contrib/apidoc', '/release-drafter/release-drafter', '/actions/checkout', '/actions/setup-python', '/pypa/gh-action-pypi-publish', '/actions/checkout', '/actions/setup-python', '/actions/upload-artifact', '/codecov/codecov-action', '/paambaati/codeclimate-action', '/pypa/pip', '/pypa/pip']"
131,facert,https://github.com/facert,awesome-spider,https://github.com/facert/awesome-spider,18153,爬虫集合,"['python', 'awesome', 'spider']","May 19, 2022",4506,https://github.com/facert/awesome-spider#readme,0,24,{},1,20,15,2,47,[]
132,oracle,https://github.com/oracle,graal,https://github.com/oracle/graal,17689,🚀GraalVM: Run Programs Faster Anywhere,"['javascript', 'ruby', 'python', 'c', 'java', 'vm', 'r', 'polyglot']","Oct 27, 2022",1420,https://github.com/oracle/graal#readme,252,252,"{'Java': 0.91, 'C': 0.04, 'Python': 0.02, 'WebAssembly': 0.01, 'C++': 0.01, 'JavaScript': 0.0}",72,827,2439,107,1787,"['/DefinitelyTyped/DefinitelyTyped', '/minimistjs/minimist', '/davidbau/seedrandom', '/microsoft/TypeScript', '/DefinitelyTyped/DefinitelyTyped', '/minimistjs/minimist', '/davidbau/seedrandom', '/microsoft/TypeScript', '/actions/cache', '/actions/checkout', '/actions/setup-python', '/actions/cache', '/actions/checkout', '/actions/download-artifact', '/actions/setup-python', '/actions/upload-artifact', '/junit-team/junit4', '/apache/maven-plugins', '/apache/maven-plugins', '/apache/maven-surefire', '/mojohaus/exec-maven-plugin', '/junit-team/junit4', '/antlr/antlr4', '/apache/maven-plugins', '/PaulKeeble/maven-eclipse-plugin', '/apache/maven-plugins', '/apache/maven-surefire', '/PaulKeeble/maven-eclipse-plugin', '/apache/maven-plugins', '/apache/maven-surefire', '/mojohaus/exec-maven-plugin', '/apache/maven-plugins', '/apache/maven-plugins', '/apache/maven-plugins', '/apache/maven-plugins']"
